	H800_swab_1	H800_swab_2	H801_swab_1	H802_swab_1	H802_swab_2	H803_swab_1	H803_swab_2	H804_swab_1	H804_swab_4	H805_swab_1	H805_swab_2	H806_swab_1	H806_swab_2	H807_swab_1	H807_swab_2	H809_swab_1	H809_swab_2	H810_swab_1	H813_swab_3	H813_swab_4	H814_chip	H814_chip_2	H815_chip	H817_chip	H817_swab_1	H817_swab_2	H818_swab_1	H818_swab_2	H819_swab_1	H819_swab_2	H820_swab_1	H820_swab_2	H821_chip	H821_swab_1	H821_swab_2	H822_swab_1	H822_swab_2	H823_chip	H823_swab_1	H825_swab_1	H825_swab_2	H827_chip	H827_swab_1	H827_swab_2	H831_chip	H831_chip_2	H831_swab_1	H831_swab_2	H833_swab_1	H834_swab_1	H834_swab_2	H835_chip	H835_chip_2	H837_swab_1	H837_swab_2	H838_chip	H840_chip	H840_swab_1	H840_swab_2	H841_chip	H841_swab_1	H841_swab_2
Membrane Transport; Protein secretion system, Type VII	1534	441	459	220	474.5	93.5	694	876	2609	1604	656	807	891	1447	7885	79	65	59	1061.5	491	626	1049	1261	173	1223	481.5	3140	65	789	740	856	58	279	60	2071	146.5	138.5	39	284	90	59	232	19	159	1	47	1701	2787.5	1950	92	97	854	299	17	25	349	25	111	277	23	125	247
Membrane Transport; Uni- Sym- and Antiporters	3739	2349.5	4753.5	413	764.5	2270	1193	932.5	866	5010.5	4634.5	8721	9260.5	3112	3591	225	7102	2095.5	627	660.5	12402.5	3655	1599	851	891.5	603	1032	1118.5	136.5	1201.5	757.5	171	5773	306	1413	871	642.5	373.5	753	4980	1558.5	4167.5	2208.5	627.5	38.5	943	2493.5	5094.5	4626.5	1127.5	2845	8105.5	2401.5	2829.5	3853	5867	2243.5	16049	6800.5	5059.5	8806.5	9187.5
Metabolite damage and its repair or mitigation; 	10116.5833333333	9409.25	11936.5	3376	3680.83333333333	6665.66666666667	3277.25	3965.16666666667	7579.16666666667	11997.5833333333	22647.4166666667	23056.9166666667	16560.5833333333	10044.8333333333	8507.16666666666	4000.41666666667	18750.6666666667	13763.4166666667	4792.83333333333	4606.91666666667	18218.1666666667	4200.16666666667	8579.33333333332	2043.25	5168.16666666667	4407	5916.91666666666	4392.41666666666	3787.66666666667	9718.66666666667	5820.08333333333	3384	12118.25	5959.66666666667	12136.3333333333	3984.33333333333	2511.83333333333	588.75	3246.16666666667	9234.25	4176.75	6758.5	8367.5	2284.08333333333	84.25	2931.75	5444.25	9492.25	20209.6666666667	6475.5	15236.1666666667	12949.3333333333	3423.41666666667	5959.16666666667	8072.33333333333	11410.0833333333	4130.33333333333	32377.25	23717.75	8221.5	23652.75	23673.4166666667
Microbial communities; 	918.333333333333	1036.66666666667	959.5	150.166666666667	384	235	1281.83333333333	449.5	2344.5	3856.83333333333	2214.33333333333	3935.5	4216.83333333333	2940.66666666667	1609.83333333333	100.166666666667	2529.16666666667	401	778.166666666667	434.5	5109.83333333333	1041.5	2493.5	410.166666666667	781.166666666667	366.333333333333	1960.83333333333	59.5	331.166666666667	452.833333333333	1489.5	96.8333333333333	2176.83333333333	131.833333333333	3058.33333333333	216.833333333333	182.166666666667	106.166666666667	331.333333333333	1135.5	383.166666666667	486.833333333333	7872.33333333333	377.666666666667	5.5	237	3508.33333333333	6887.16666666667	4745.16666666667	711.333333333333	1897.16666666667	2743.33333333333	809.166666666667	41.1666666666667	88.1666666666667	1810.16666666667	562.666666666667	2408.83333333333	2029.33333333333	638.166666666667	1625.16666666667	2013.5
Microbial communities; Quorum sensing and biofilm formation	366.166666666667	265.166666666667	474.666666666667	254.166666666667	379	967.666666666667	218.333333333333	530.5	840	1708.83333333333	2879.16666666667	4772.33333333333	4874.33333333333	1654.33333333333	5964	147	471.333333333333	407	423.666666666667	287.333333333333	4217.5	1181.16666666667	2923.66666666667	1130	1757.33333333333	321.166666666667	1898.66666666667	486.333333333333	44	108	257	35	4483.33333333333	90.5	1243.5	281.666666666667	163.666666666667	171	243	2078	633	1775.33333333333	499	334.5	14	338.5	1198.33333333333	2798.66666666667	3539	1160	2774.33333333333	3595.33333333333	1010.33333333333	822	1208	3967.5	1049.66666666667	27802.5	10352.8333333333	1668	5286.66666666667	1277.33333333333
Miscellaneous; 	12966.1666666667	9358.25	14326.3333333333	4825.75	4482.5	7492.75	2151.25	5442.25	5158.75	10873.5	23327	22808.5833333333	17989.6666666667	7771	7090.41666666667	1629.33333333333	19423.25	15328.9166666667	4029.83333333333	3575	18063.5	5006.16666666667	13074	3235.75	3687	4134.75	3844.25	3810.66666666667	1722.41666666667	9159.83333333333	2270.08333333333	1741.75	12434.25	6204.16666666667	12167.1666666667	3480.83333333333	2226.25	629.5	3328.33333333333	9041.66666666667	4261	7029.58333333333	4050.5	2330	73.5	2496.66666666667	4270.33333333333	8076.41666666667	18114.4166666667	4876.58333333333	10416.1666666667	12769.25	3848	6226.33333333333	7955.83333333333	12216.5	4212.08333333333	32011.5	21025.6666666667	10239.0833333333	21263.5	22337.6666666667
Miscellaneous; Betaine, crotonobetaine, L-carnitine (trimethyl ammonium compounds)	4160.5	3428	4062	2311	1742.5	2018	912.5	2189.5	3114	3846.5	7327.5	5976.5	4077.5	4578	4542	1968	2096	7225	2430	2288.5	3619	1418	5013	1660	2717.5	2265	2478	1244.5	1698	6282	2090.5	2329	4238.5	4073	5393.5	2017	1078	171.5	1474	3349	2021.5	1183.5	4737.5	1686.5	12.5	950	2444.5	3314	4909.5	2750	5525.5	2440	707	1153	1915	1702.5	1083.5	7933.5	5428.5	1994.5	6974	9060
Motility and Chemotaxis; 	11521	6166	13943	1019	1501	1035	2471	2266	3431	9271	27944	25925	14857	10504	9834	377	10832	15598	2340	2430	2311	1265	2976	126	1142	2712	2668	388	644	7126	2099	767	686	5415	14212	1376	1095	44	2788	1313	576	133	6036	2654	2	2670	5677	10452	31799	869	511	1834	566	78	770	348	98	24258	26440	793	22417	29431
Motility and Chemotaxis; Flagellum	34141	21742	40220	1955	2783.5	3558	7893.5	5243	16205	25239.5	53512	63560.5	49030	35010	33843.5	1058	42386	34836	5115	4410	6824.5	5246	11665.5	430	2627	4817	8475	723.5	2950	22792.5	9982	1359	2028	9641	35173.5	2705	2325.5	145	4939.5	3320	1184.5	117	17847	4412	4	5734.5	15266	30832	58825	1679.5	1369.5	6259.5	1614	182	1436	1530.5	145	84042	68952	936	54582.5	54794
Motility and Chemotaxis; Social motility and nonflagellar swimming in bacteria	0	3.5	0	0	2	0	10	0	1	22.5	2	8	123	0	0	0	0	0	0	2	0	0.5	1	0	0	1	0	0	0	1	1	0	0	0	38	2	2	0	2	0	0	0	0	0	0	13.5	0	1	1	0	0	0	0	0	0	0	0	0	0	0	214	2
Nitrogen Metabolism; 	3443.33333333333	2854.91666666667	1977.5	1253.75	1650.58333333333	2736.33333333333	1831.25	1755.16666666667	1535.66666666667	5900	7086.25	8333.33333333333	7665.91666666667	9722.5	10976.5	1273.41666666667	6842.41666666667	5253.41666666667	2368.08333333333	2016.91666666667	14789.5	3168.16666666667	8015.75	1315	2780.5	1890.91666666667	2135.91666666667	1962.91666666667	969	2345.75	1316.75	1149.16666666667	5162	1846.83333333333	3684.66666666667	1400.33333333333	1045.08333333333	532	1513.41666666667	3754.08333333333	1414.25	2818	2332.75	1266.75	35	1289.83333333333	2739.41666666667	5684.33333333333	3981	2752.41666666667	6450.5	11646.9166666667	3195.33333333333	1990.75	3439	4441.75	1215	13331.25	12885.25	4229.5	13891	10170.25
Nucleosides and Nucleotides; 	12578.5	7267.5	12694.5	3096	4180	6172.5	3226.5	4664.66666666667	8573.16666666667	13937	20022	21619	18735	13461.5	14012.5	2274	21425.3333333333	11823	4255.5	4370.66666666667	23265.5	6395	14082	2595.5	4419.5	4619	7062	4104	3002	8415.5	5206.5	2158	10692	4587	10312	4036.5	2703.66666666667	650	3824	9120	3699.66666666667	9666.33333333333	6707	1500	64	2391	7795.5	13913.5	24516	7556	15261.5	15320	4384	6663	8857	12230	3997	36236.5	21337.5	9037	21873.5	18875
Nucleosides and Nucleotides; Purines	24798.8333333333	18896.8333333334	26176.6666666667	8984.33333333335	10052.5	16403.3333333333	6562.16666666668	11089.5	16462.8333333333	28261.8333333333	37658.6666666666	39356.1666666667	30506.6666666667	26490.1666666667	22581.5	7245.66666666667	24955.1666666667	25786.8333333333	12714	11850.1666666666	59796.1666666667	14620.6666666667	37886.1666666667	7568	13653	11404.1666666667	18314	9752.83333333334	8091.16666666667	19893.6666666667	14831	7651.00000000001	31085.3333333333	13505.8333333333	26777.6666666667	10105.3333333333	6548.00000000001	1811	9381.99999999999	20772.3333333334	9479	21419.3333333333	18810	5857	152.833333333333	4867.83333333334	16590.1666666667	30752.1666666667	35143.6666666667	14431	30134.5	43415.3333333333	13027.8333333333	17051.8333333333	23703.8333333334	29875.3333333333	8636.33333333334	43518.4999999999	31830.8333333333	24745.6666666666	37348.1666666666	42872.8333333332
Nucleosides and Nucleotides; Pyrimidines	20166.5	15128.5	23016.5	7086	7377	10430.5	4233	8400.5	19566.5	21352.5	30704.5	27622.5	23721.5	20124.5	17812.5	6000.5	20539	23669	9912.5	9036.5	40440.5	9132.5	26166	5200	9621	9572.5	11985	7135	6816.5	18694	10232.5	5737	18256.5	11453	19821	7662	4738	1076	7029.5	13552.5	6804.5	10965.5	11788.5	5050.5	111	4238	12068	20975	23498.5	10404	21681	26824.5	7998.5	9466.5	13327	18752.5	5020	39282	27130	13443.5	32732.5	36229
Phosphate Metabolism; 	15731	11150	19145	1808	3182	2220	3165	4708	10971	14199	25936	25489	21002	10631	10605	870	19903	10960	3906	3886	32309	8206	13268	1418	3210	4135	7052	1365	2028	6513	4258	1154	14224	2923	11055	2746	2324	896	4601	9804	3367	6466	6736	1652	47	2635	8372	14589	25224	6071	13493	20917	6119	1882	2747	14996	3625	24505	20267	8670	23391	25070
Phosphate Metabolism; Phosphonate and phosphinate	554	342	272	614	363	296	124	516	236	659	443	153	616	608	248	56	417	4824	362	263	28	29	548	21	225	348	1548	53	154	4640	99	98	228	1764	4556	121	144	10	278	204	170	49	185	45	0	97	1464	1994	3374	222	306	17	15	17	61	186	45	2221	722	41	549	470
Photosynthesis; 	1135.5	1481	1425	497.5	851	2864.5	392.5	1012	1174	2495	4460	2007.5	1824.5	840.5	501	137.5	1806	2231.5	780	709.5	7800	1931	4896	756	1239.5	950.5	722.5	1638.5	384.5	1465.5	448	213.5	2880.5	807	1618.5	1042	717	227	991.5	2212.5	757	3566	91.5	174.5	35.5	591.5	220	610.5	1537.5	688	1150	5925	1533	3188.5	4188	3322	1145	5064.5	4703	3483	4234.5	5953
Photosynthesis; Electron transport and photophosphorylation	550	506.5	874	630.5	1416	214	116	1346.5	476	1364	652.5	465	711	755.5	724.5	187.5	1006.5	100	740.5	2644	519	174	566	39	453	1380	454.5	280	1001.5	674	489	1396.5	13	1852	880.5	1650.5	2290	17	2363	960	679	252	252	1370	4	184	216.5	537	694	676.5	319.5	254	78	90	122	75	24	3902	640	2016	1454.5	513
Photosynthesis; Light-harvesting complexes	26	38.5	34	8.5	5	0	2	7.5	21	15	24.5	0	0	34.5	11.5	3.5	3.5	2	2.5	4	0	0	12	0	2	9	0.5	4	4.5	5	1	12.5	0	1	4.5	10.5	17	0	33	5	2	0	2	60	0	0	2.5	3	7	6.5	5.5	0	0	0	0	0	0	0	0	0	5.5	1
Prokaryotic cell type differentiation; Heterocyst development	0	4	2	24.3333333333333	15.6666666666667	6	0	13.6666666666667	0	55.3333333333333	6	9.66666666666667	15.6666666666667	0	3	0	0.333333333333333	0	2.66666666666667	2	0	0	0.333333333333333	0	0.666666666666667	2.66666666666667	0	4	0	2	0	4.66666666666667	0	15.6666666666667	2	7.66666666666667	11	0	50	26.6666666666667	6.33333333333333	0	0	0	0	3	2.66666666666667	7.66666666666667	0.333333333333333	27.3333333333333	2.66666666666667	2	0	0.666666666666667	0.666666666666667	0	7	6	1.66666666666667	133.333333333333	62.3333333333333	15
Prokaryotic cell type differentiation; Sporulation	14982.5	11165.3333333333	10794.6666666667	1241.83333333333	2115.33333333333	1711.66666666667	11616.6666666667	3051.66666666667	6818.83333333333	37905.3333333333	18604.1666666667	47492.6666666666	39613.6666666667	57627.5	67998.1666666667	1224.5	7476.83333333333	6844.83333333333	5872.83333333333	2997.16666666667	16541.1666666667	4028.5	11191.8333333333	2331.66666666667	4820.5	3113.5	19930.5	502.833333333333	1150.5	4248	17245.6666666667	817.333333333333	11359.5	2141.16666666667	34958.6666666667	1669.16666666667	1433.66666666667	499.833333333333	2951.83333333333	7259.16666666667	2402	3653	46693.1666666667	3227.16666666667	27.5	2074	34108.6666666667	76338.5	54351.5	3419.16666666667	7347.16666666667	12322.3333333333	3301.5	159.666666666667	506.5	9766	2754.33333333333	13967.3333333333	16692.8333333333	4585	15889.8333333333	20580.8333333333
Prophages, Transposable elements, Plasmids; 	8906	2577	11921	148	289	209	216	657	1407	1126	3760	5889	2378	1198	229	124	128	572	223	291	54	49	743	1	149	415	59	45	74	169	43	98	97	120	225	190	154	75	367	410	135	49	42	650	3	601	84	92	2556	83	69	206	85	12	19	68	85	11457	1429	244	7283	6084
Prophages, Transposable elements, Plasmids; Pathogenicity islands	1	0	0	4	7	7	2	11	0	2	18	5	4	0	4	3	0	0	6	14	1	2	3	0	3	4	8	0	0	1	0	1	1	6	0	2	3	0	0.5	2	0	0	2	0	0	5	0	1	3	4	2.5	0	0	0	1	0	0	1	9	0	5	0
Prophages, Transposable elements, Plasmids; Phages, Prophages	3202	3344	3443	676	843	1381	912	1071	1022	5252	12160	16655	10267	3098	10548	235	35153	10856	789	887	6089	2462	4059	825	496	844.000000000001	832	172	226	2419	1662	311	4954	2687	1763	607	576	208	1254	3202	1043	2128	515	184	19	1308	760	1394	3731	1622	3508	4270	1107	324	447	5746	1754	78290	15361	2145	14148	7966
Prophages, Transposable elements, Plasmids; Plasmid related functions	15.5	20.3333333333333	18.5	10	11	13	53	19.6666666666667	35.3333333333333	37.6666666666667	156	215.333333333333	358.666666666667	122	12	3.66666666666667	51	24	21	49.8333333333333	266.333333333333	136.333333333333	487.666666666667	66.6666666666667	18.6666666666667	15.3333333333333	13.6666666666667	2.66666666666667	4.33333333333333	10	2.66666666666667	4	25.3333333333333	9.33333333333333	35	10.6666666666667	5	6.33333333333333	13	7.33333333333333	5	7.66666666666667	19	1	0.333333333333333	46	1.16666666666667	5.33333333333333	210	18.6666666666667	24	105	29.6666666666667	0.666666666666667	0.666666666666667	10.3333333333333	3.33333333333333	5.33333333333333	52.1666666666667	21.3333333333333	456	478.666666666667
Prophages, Transposable elements, Plasmids; Transposable elements	35	79	28	22	155	35	334	226	12	3974	8268	122	111	21	29	7	7	180	15	226	1	18	62	8	20	73	6	9	5	7	9	60	92	21	2	134	64	0	117	43	23	0	10	8	0	596	6	245	1	12	16	10	12	12	28	8	10	15	2648	32	1234	7648
Protein Fate (folding, modification, targeting, degradation); Protein degradation	22019	22168	24758.5	8613	8484	5474.5	6339	11385.5	16275.5	26463	50336.5	47449.5	28276	28799	29530	5997.5	21536.5	24505.5	11449.5	11433	44181.5	8966.5	31216	3597.5	9965.5	12026	11550.5	3364	6445	18271.5	12600.5	6637	17640	10552	28877	8612	5775.5	1290.5	10474.5	16039	7873	7849	18790	4597	70.5	5857.5	13542.5	22430.5	45734.5	9414	15750	27757	8700.5	2636	4075	18814	4871	51865.5	43438.5	10730	45727.5	54997
Protein Fate (folding, modification, targeting, degradation); Protein folding	24221.1666666667	19659.1666666667	29944.6666666667	11162	10915	10303.6666666667	4915.00000000001	13057.6666666668	16920	22087.3333333334	47529.0000000001	36637.4999999999	23943.6666666667	15838.8333333333	13273.3333333333	9825	30179.8333333333	24237.3333333333	13785.5	14172.6666666667	40865.5	10437.5	29972.8333333332	5396.16666666666	12134.3333333333	14001.8333333333	11755	7198.50000000001	10310.5	18672.5	12272.3333333333	9479.83333333334	19206.6666666667	12834.5	19604.3333333334	11936.1666666666	7292.5	1234.16666666667	10840	17688.8333333333	9563.33333333333	13253.1666666667	11849.5	6366.33333333335	99.3333333333333	5408.33333333334	8433	11871.1666666667	37718.8333333334	11910	21496.8333333333	27655.1666666667	7805.66666666667	7873.83333333333	11364	21006.5	6285.16666666667	59316.3333333332	40307.9999999999	15712.6666666667	41720.3333333334	45958.8333333332
Protein Fate (folding, modification, targeting, degradation); Protein glycosylation in Prokaryotes	860	753	639	154	262	52	472	408	549	1824	3332	4302	2101	2493	3262	94	123	635	402	333	7257	1191	2120	61	189	351	589	64	51	68	695	125	4202	133	760	229	222	186	386	2855	913	1874	1133	264	24	190	1728	2665	4578	1246	2824	5430	1453	35	45	4752	1732	210	1307	2141	1280	1764
Protein Fate (folding, modification, targeting, degradation); Protein processing and modification	10447.5	7665.16666666665	13218.8333333333	2605.5	3144.83333333333	6725	2210.66666666667	3769.16666666667	5959.33333333334	8909.66666666668	14237	12419	9383.66666666666	7555.83333333333	7595.16666666667	1902.83333333334	9345.66666666666	7125.66666666666	3321	3686.66666666667	14473.5	3520.16666666667	10161.6666666667	2231.33333333333	3576.33333333333	3849.5	3934.5	3898	2136.5	4023	3238.5	1926.5	6679.66666666666	2662.33333333334	7415.99999999999	3554.16666666666	2333.16666666667	426.333333333333	3181.99999999999	5904.99999999999	2637.16666666667	7501.16666666666	3493.5	1604.16666666667	42	1642.5	3527.33333333334	6603.66666666666	12056.6666666667	2518.66666666667	4453.16666666667	9134.16666666666	2635	7106.83333333333	9576.5	7909.66666666667	2319	15872.1666666666	12240.8333333333	7928.33333333333	13032.6666666667	14739
Protein Fate (folding, modification, targeting, degradation); Protein targeting, sorting, translocation	5861.5	4558	6743.5	982	1778	3256	1443	2522.5	5465.5	5668.5	9259.5	7999	5442.5	3749	2710	420.5	4616	5392	2530	1977	11786	4613.5	12243.5	3366.5	2789	2275.5	3247.5	1613	1046.5	3000.5	1729.5	514	5113.5	1404.5	4568	1620	1209	415.5	2082.5	3339.5	1151.5	4555	805	681	32	1109	1902.5	3704	7593	2362.5	4721.5	7587	2277.5	3158.5	4362.5	4441	1197.5	11447	7954	3641	9234	9776.5
Protein Fate (folding, modification, targeting, degradation); Selenoproteins	1382	1412	661	355	551	226	665	688	662	3182	3401	3574	4027	5002	5940	163	305	3111	1038	892	6865	1327	5122	548	753	1024	639	159	210	2182	1125	281	4928	1154	3087	466	425	193	919	2227	863	2148	2456	601	13	540	1517	3804	1440	1882	4587	5898	1469	43	149	5461	1282	10795	5790	2785	5471	4139
Protein Synthesis; 	23833.5500000001	19081.8666666667	28039.3833333334	7366.34999999998	8332.21666666664	9701.84999999998	7449.08333333332	9639.98333333332	16833.45	25336.1666666667	39025.3	37965.85	29830.1833333335	27396.5833333334	28967.3000000001	5518.36666666666	25238.8	17471.25	10454	10426.1666666667	46429.5666666667	10994.7333333333	30758.0166666667	5691.14999999999	10136.1	10344.9666666667	12094.5666666667	6308.04999999999	6399.14999999999	12588.3833333333	11861.6666666667	5760.83333333332	17800.1	8427.23333333332	18703.3	8602.89999999998	5370.41666666666	1265.48333333333	7955.84999999998	15605.4	7276.06666666666	11896.15	13817.2166666667	4902.68333333333	102.933333333333	4565.05	11868.9833333333	20794.35	35250.7333333334	9056.13333333333	17120.5333333334	31424.55	9230.36666666666	8290.58333333333	11984.5666666667	21486.3333333334	5566.8	42020.3833333334	34014.85	13895.2666666667	34758.4333333334	41034.0833333335
Protein Synthesis; Aminoacyl-tRNA-synthetases	53511.6666666667	47173.5000000001	64799.8333333333	20500	23320.8333333333	36396.5	16724.6666666667	26529.1666666666	43785.1666666667	64396.3333333333	98972.3333333333	101061.666666667	71121.8333333333	63258.8333333333	60613.1666666667	16896.6666666667	66238.3333333334	33634.8333333333	29549.3333333334	29158.1666666667	121882.666666667	27220.1666666667	81190	15134.3333333333	28554.6666666667	29553.5	31522	22848.8333333333	18165.6666666667	24246	33518.8333333334	16524.5	62977.6666666667	18622.1666666667	49148.6666666667	26344.5	16124.6666666667	3431.66666666666	22473.3333333333	52189.6666666666	23355.3333333333	48382.1666666667	45579.5	12691	382.666666666667	11291.6666666667	33798.3333333333	60608	96351.6666666666	28424.6666666667	59454.1666666667	83069.6666666665	24442.3333333333	36404	48080.3333333333	72832.1666666667	20763.1666666667	115672	84383.5000000001	52502.6666666667	86961.3333333334	93199.9999999999
Protein Synthesis; Ribosome biogenesis	27307.1666666667	24874.3333333333	30750.3333333333	16935.1666666667	16292.1666666667	20373.5	8116	17206.8333333333	27632.1666666667	28746.6666666667	43417.1666666667	39251.5	26389.5	26716.8333333333	23897.8333333333	17485.3333333333	30469	17758	20911.1666666667	22044.8333333333	54336.8333333333	14581.5	35165.8333333333	7691.66666666666	20690	19374.3333333333	20428.5	14747	17496.6666666667	18927.1666666667	22778.3333333333	15678.6666666667	23944.1666666667	17708	20780.3333333333	18953.3333333333	10534.3333333333	1449	12757.3333333333	25300.8333333333	14708	21308	22211.8333333333	9459.66666666666	146.5	5452.5	14149.5	18308.5	38015.3333333333	15182.1666666667	28992	36400.8333333333	10488.8333333333	19726.1666666667	27402.3333333333	26924.3333333333	8275	47670.3333333333	35711.6666666667	22666.6666666667	38444.1666666667	40148.5
Protein Synthesis; Translation	28930.1166666667	23897.4666666668	34667.4500000001	9133.01666666665	10193.75	14933.4166666667	7408.91666666666	12533.2833333334	22414.8833333334	27106.8000000001	45389.2	45921.8166666667	31307.5833333335	25954.9166666667	22714.2666666668	8160.19999999998	29965.5000000001	20024.7833333334	13080.1	13186.7666666667	55142.1666666668	14224.4	40103.4166666667	7311.01666666666	13292	12967.2333333334	15023.3	9548.01666666667	8865.28333333331	15494.5166666667	14280.9666666666	7833.83333333329	24757.2333333334	11202.6666666667	23963.7333333334	11483.1	7039.9833333333	1651.01666666667	10499.9166666667	21729.9333333334	10129.5333333333	18661.05	17134.5833333334	6300.75	150.5	5410.91666666667	13950.85	23390.2500000001	43364.1666666667	11907.1333333333	22658.2333333334	38067.1833333334	11288.2333333333	13496.35	19089.8666666666	28853.3333333334	8244.09999999999	52455.0833333334	40523.4833333334	20331.0666666667	41611.7333333334	48304.4833333335
RNA Processing; RNA processing and modification	73912.8666666665	55585.6833333334	87654.9333333333	15739.9	21909.9166666668	40275.3333333334	19326.6833333333	24852.1500000002	43998.3166666667	77920.1166666666	142353.616666666	136555.3	98619.9833333331	72570.5499999999	72697.6833333331	10134.2333333333	91557.7999999997	66756.8666666665	25037.7166666667	26019.7166666668	111564.1	27081.6833333334	69774.2833333332	15101.9166666667	23487.0500000001	25572.6000000001	27958.45	23198.3500000001	12553.4166666667	42482.1333333334	27079.4833333334	11416.6666666666	62634.3000000001	24210.9833333334	61966.8666666666	21574.6666666667	14357.6833333333	3255.65	21948.6666666668	45860.7666666668	18771.7666666667	48460.65	44639.4166666667	11134.4333333333	312.683333333333	15422.45	33495.65	65471.7833333332	128232.283333333	25142.5000000001	51325.3166666667	78027.5666666664	22939.1833333334	41572.0333333333	55012.7166666667	69136.9833333333	19294.3166666667	176376.333333333	122108.8	53127.5166666667	126313.05	143701.433333333
RNA Processing; Transcription	12582	8623.49999999999	14703.6666666667	2423.33333333333	4787.16666666667	18618	3719.16666666666	4894.16666666667	7781.16666666667	12494.3333333333	18617	17962.5	14478.6666666667	12343.3333333333	11616.1666666667	1169	11510.5	8946	3958.16666666666	4199.66666666666	24957.8333333333	6285.16666666667	17317.8333333333	5314.16666666667	5696.83333333333	4567.16666666667	4488.16666666667	10990.8333333333	2121.33333333333	6260.16666666667	4265.66666666667	1547.33333333333	15250.5	3116.33333333333	9206.33333333333	6071	4153.83333333333	706	4433.5	11944.6666666667	4466.16666666666	21219.1666666667	4550.83333333333	1672.33333333333	140.166666666667	2297.83333333333	4963.33333333333	10051.8333333333	14767.1666666667	4345.16666666667	9321.83333333333	15812.5	4781	21983.1666666667	28936.3333333333	14991.5	5557.16666666667	21538.5	16112.6666666667	21153.5	17657.3333333333	19762.6666666667
Regulation and Cell signaling; 	2451.33333333333	1562.66666666667	1280.5	550.833333333333	1297.5	733.166666666667	1819.16666666667	1945.5	2531.5	5907.83333333333	7045	11879.1666666667	12193.8333333333	9439.16666666667	10562.1666666667	302.666666666667	17733	2295	2104.83333333333	1105.33333333333	6579	2221.16666666667	4857.83333333333	2215.66666666667	5156.83333333333	1217	8523.33333333333	313.333333333333	701.666666666667	1809.83333333333	3235.66666666667	273	4681.66666666667	703.333333333334	4913.16666666667	582.166666666667	452.666666666667	277.666666666667	954.166666666667	2611.66666666667	980.166666666667	2087.16666666667	5171.83333333333	471.666666666667	16.3333333333333	1004.5	4543.66666666667	8610.33333333333	7667	1367.33333333333	2842.16666666667	4448.66666666666	1128.5	538.833333333333	777	3556.5	1071.83333333333	60228.6666666667	19520	2215	11075.1666666667	5218.33333333333
Regulation and Cell signaling; Acetylation_deacetylation	4235.66666666666	4264	3896.16666666667	3496.5	3166	6797.5	1920.16666666667	3428.33333333333	4065	6590.5	8260.33333333333	8374.16666666667	8116.33333333334	7263.5	6596.66666666667	3392.16666666667	7028.16666666667	7155.16666666666	4021.5	3671.33333333333	19600	4693	13619.6666666667	3707	4853.16666666667	3492	4053.5	4624.16666666667	3107.66666666667	6290	4456	2687.83333333333	12838	4612.83333333333	6437.83333333333	3883.66666666667	2388.16666666667	646.5	2877.66666666667	8351.16666666666	3866.33333333333	9693.83333333333	6097.33333333333	2007.5	69	1275.66666666667	3335	5708.5	4874.5	5127.16666666667	10537.3333333333	14070.6666666667	4076	8300.66666666667	11124.8333333333	12824.8333333333	3651	13469.5	9778.83333333333	8362.33333333333	10766.1666666667	11555.8333333333
Regulation and Cell signaling; Two-component regulatory systems	10116.4666666667	7651.56666666666	10838.1666666667	1165.66666666667	1630	1795.06666666667	2400.83333333333	2327.9	3216.8	8652.73333333333	10113.2666666667	13581.7333333333	14611.9333333333	12713.8333333333	12997.4	618	15764.8333333333	6810.4	2461.36666666667	2082.43333333333	19630	4520.26666666667	10250.9666666667	1342.4	2405.93333333333	2117.06666666667	2985.26666666667	809.933333333333	708.6	2830.6	2263.5	771.6	5545.23333333333	1585.8	5747	1416.96666666667	1039.46666666667	541.9	1888.5	3490	1313.2	1929.43333333333	3167.2	1293.6	22.7	1310.2	4141.43333333333	8985.56666666666	10415	3396.3	8054.53333333333	13606.5333333333	3789.13333333333	1072.3	1695.3	5157.6	1009.76666666667	25010.8	16860.3333333333	3654.9	12112.5666666667	10390.8333333333
Respiration; 	6646	4012.5	6895.5	1167	1421.5	1984	607	1905.5	2036	3248	5506	6509.5	4907	3582.5	3113	774.5	4121	6906	1917.5	1839.5	7360	1563.5	5476.5	1200.5	1937.5	2040.5	1799	972.5	886	3847.5	1765	939.5	7005	3128	4481	1259.5	960	156.5	1636	4373.5	1884.5	2822.5	2444	1258	42.5	949.5	1745	3670	4641.5	2560.5	5787	5051	1402	1390	1813.5	4935.5	2034.5	14259.5	10391	3577.5	8622.5	7852.5
Respiration; ATP synthases	10881	9764	13022	5069	5235	6823	3339	6007	8309	12218	19118	15899	13303	10856	11049	4643	12068	7919	6606	6653	19917	5202	13697	2569	5904	5956	5537	4380	4858	7094	6654	4220	9219	5539	9512	5922	3733	518	4842	8907	4738	8274	8254	2613	57	2375	5465	9005	14152	4841	9128	12291	3807	6518	9202	9653	3093	23531	17225	8461	17214	20256
