#NAME	H800_swab_1_S1	H800_swab_2_S1	H801_swab_1_S1	H802_swab_1_S1	H802_swab_2_S1	H803_swab_1_S1	H803_swab_2_S1	H804_swab_1_S1	H804_swab_4_S1	H805_swab_1_S1	H805_swab_2_S1	H806_swab_1_S1	H806_swab_2_S1	H807_swab_1_S1	H807_swab_2_S1	H809_swab_1_S1	H809_swab_2_S1	H810_swab_1_S1	H813_swab_3_S1	H813_swab_4_S1	H814_chip_2_S1	H814_chip_S1	H815_chip_S1	H817_chip_S1	H817_swab_1_S1	H817_swab_2_S1	H818_swab_1_S1	H818_swab_2_S1	H819_swab_1_S1	H819_swab_2_S1	H820_swab_1_S1	H820_swab_2_S1	H821_chip_S1	H821_swab_1_S1	H821_swab_2_S1	H822_swab_1_S1	H822_swab_2_S1	H823_chip_S1	H823_swab_1_S1	H825_swab_1_S1	H825_swab_2_S1	H827_chip_S1	H827_swab_1_S1	H827_swab_2_S1	H831_chip_2_S1	H831_chip_S1	H831_swab_1_S1	H831_swab_2_S1	H833_swab_1_S1	H834_swab_1_S1	H834_swab_2_S1	H835_chip_2_S1	H835_chip_S1	H837_swab_1_S1	H837_swab_2_S1	H838_chip_S1	H840_chip_S1	H840_swab_1_S1	H840_swab_2_S1	H841_chip_S1	H841_swab_1_S1	H841_swab_2_S1
c__Ardenticatenia	117	45	104	49	86	25	17	108	25	74	46	71	96	101	179	9	23	22	105	121	103	1155	592	17	45	141	21	32	18	20	8	41	554	27	43	172	100	51	172	383	144	131	16	10	9	2	33	73	9	278	565	199	677	11	13	627	146	19	43	360	144	88
c__Aquificae	44	59	55	25	53	32	37	22	8	152	161	169	160	95	75	8	14	9	36	51	24	177	139	10	18	44	30	12	6	13	58	8	327	21	54	31	23	5	45	216	86	238	6	8	18	0	49	105	104	126	215	31	115	9	10	262	193	33	51	84	69	133
c__Herviviricetes	0	0	0	0	4	1	0	3	3	0	0	0	1	1	0	1	0	1	0	0	0	0	1	1	0	10	0	9	8	0	1	2	0	0	0	0	5	0	0	7	1	0	0	2	0	0	1	2	0	0	1	0	3	1	0	1	0	1	0	0	1	1
c__Tentaculata	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
c__Thermoplasmata	163	129	103	154	166	741	71	141	27	348	408	278	219	508	632	17	48	95	145	133	213	1010	653	240	220	152	78	451	20	30	135	42	639	60	142	214	154	32	172	613	217	957	232	16	29	9	134	258	63	348	768	203	627	1254	1267	748	278	62	170	891	371	221
c__Ascetosporea	0	0	0	0	2	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	4	12	0	0	0	0	0	0	0	0	0	11	0
c__Epsilonproteobacteria	318	287	504	462	426	208	282	489	253	936	1003	936	666	1013	972	96	202	457	228	494	175	590	321	59	287	348	249	122	80	527	335	152	238	184	545	212	143	21	263	255	217	107	689	101	229	2	350	799	704	303	548	159	488	78	83	379	68	422	630	210	949	1093
c__Agaricomycetes	3096	6401	1796	15027	8678	3134	3238	22398	23583	10661	2869	1024	677	3464	3896	27077	3565	1380	11490	13539	623	1081	775	399	10428	20439	3388	8003	26100	11688	17887	10420	1300	7827	3292	6507	8436	39	16786	4028	6773	663	7466	4853	975	6	3428	2194	1074	4464	6595	298	881	4258	2741	818	396	6585	647	401	543	881
c__Klebsormidiophyceae	5	64	7	125	110	82	16	51	15	26	11	21	25	6	12	19	24	4	147	39	6	58	44	27	108	152	34	15	68	19	29	35	43	6	8	53	35	5	50	70	29	19	58	40	14	0	22	28	20	28	18	5	17	4	38	21	10	13	5	42	11	5
c__Cryptophyceae	102	240	82	139	138	52	29	171	63	81	293	191	89	66	57	37	182	199	238	104	46	78	79	15	89	175	59	44	41	145	59	57	197	67	344	99	81	0	138	170	84	29	68	71	103	1	42	67	225	43	48	20	59	30	21	96	44	385	432	58	554	1089
c__Thermoflexia	0	5	4	7	16	7	3	14	3	16	4	18	17	10	6	0	6	0	33	21	17	374	128	2	8	34	14	4	1	2	3	4	81	5	15	6	9	5	48	56	9	117	7	0	0	0	17	35	29	154	482	68	192	3	7	163	13	23	7	50	20	6
c__Candidatus Methanofastidiosa	1	8	1	6	1	1	5	2	2	32	14	13	14	17	54	0	1	0	0	6	11	70	14	1	1	7	11	5	0	0	11	2	7	2	7	7	1	0	5	14	3	18	5	1	2	0	1	11	5	2	4	1	11	3	5	10	5	3	6	33	16	14
c__Vidaverviricetes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c__Coriobacteriia	149	179	158	173	810	228	187	326	313	734	393	358	412	853	763	47	71	100	276	8626	364	1817	1185	111	207	229	228	94	42	59	221	50	844	70	498	262	159	49	328	726	259	382	334	41	106	0	312	576	406	354	876	279	915	163	255	890	228	93	289	447	442	377
c__Candidatus Riflemargulisbacteria	2	0	2	1	3	0	0	5	0	31	4	7	4	13	0	0	0	0	3	0	0	3	7	0	0	8	3	1	0	3	2	2	30	0	9	1	2	0	0	26	19	2	31	0	2	0	14	31	8	2	4	0	5	0	0	13	7	1	2	6	12	3
c__Gastropoda	22	94	30	121	387	172	18	65	47	98	105	62	28	69	41	110	49	44	161	195	41	64	61	25	98	114	71	155	84	67	87	73	97	82	63	280	460	11	202	81	149	25	158	49	38	0	52	67	52	44	127	22	64	36	37	81	30	49	24	30	53	70
c__Harpellomycetes	65	125	35	462	211	87	61	57	461	206	73	43	40	79	64	714	114	24	321	242	5	16	7	16	300	258	156	113	557	99	475	278	10	167	58	143	118	3	74	96	66	14	224	92	31	0	133	134	20	76	81	8	22	61	51	21	9	149	31	18	8	55
c__Candidatus Babeliae	6	19	10	0	8	2	0	9	5	2	1	13	0	2	5	0	6	0	11	15	5	31	7	0	4	14	2	2	0	4	0	1	4	0	3	4	2	0	7	2	1	1	2	2	0	0	0	1	46	2	0	3	3	0	1	1	0	1	2	3	2	0
c__Ustilaginomycetes	77904	297676	9076	5823	1793	327	16194	1731	65681	35934	23655	2941	4412	89399	82900	177675	53519	81777	612816	525766	37	60	144	34	19289	1622	733	1818	201952	446048	39993	21725	106	286198	174619	1803	1573	2	1910	5628	1232	31	16602	87233	204	2	37746	11606	19221	508	354	28	95	152	131	65	45	17224	657	30	158	924
c__Quintoviricetes	0	0	0	0	2	0	0	2	6	142	2	1	0	0	0	0	2	0	2	11	0	0	0	0	3	8	0	2	1	0	0	0	0	0	0	2	1	0	2	8	0	0	16	0	0	0	0	0	0	8	7	0	0	0	0	0	0	2	0	0	0	0
c__Oligosphaeria	1	1	2	6	3	2	0	0	0	0	11	0	0	0	1	0	1	0	3	0	1	5	2	0	0	1	0	0	0	0	0	0	2	0	0	4	3	2	3	2	2	0	1	0	0	0	2	0	1	4	0	1	4	0	0	0	0	0	3	7	0	3
c__Deinococci	905	2404	1428	852	2350	723	259	2237	1151	1698	1200	3935	2469	1643	1297	1351	530	581	1275	1586	12505	265318	7243	302	524	3683	499	444	490	636	493	373	13494	735	16606	1011	1043	6204	1810	9007	2665	4575	160	369	668	55	809	2080	1603	3778	7866	25339	79964	363	443	18055	4240	784	1026	5197	2038	1803
c__Polyplacophora	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c__Bartheletiomycetes	12	10	4	14	1	0	12	0	77	41	4	0	0	9	13	145	6	4	24	35	0	0	0	0	23	5	4	2	102	21	68	30	0	7	6	0	2	0	0	3	0	0	7	4	1	0	2	0	1	0	0	0	0	0	0	0	1	27	0	0	0	0
c__Entomophthoromycetes	9	9	11	156	123	16	7	22	85	24	10	3	2	10	3	79	3	3	27	21	1	4	1	13	85	94	20	32	70	7	47	30	4	7	4	11	42	0	25	28	24	0	53	15	6	0	20	49	13	6	24	0	0	5	2	1	1	31	6	0	0	3
c__Dacrymycetes	274	49	241	215	115	24	51	104	223	97	25	64	9	41	43	242	38	8	72	118	1	19	10	19	106	190	41	72	214	42	199	106	11	41	24	75	37	4	54	35	71	6	65	32	9	0	32	41	8	63	71	1	7	22	24	24	6	66	11	4	3	11
c__Pezizomycetes	118	495	136	3012	1798	397	327	1064	438	588	247	57	158	494	623	988	524	107	1051	990	42	114	33	62	1819	1860	1219	1043	1083	516	1156	1340	44	1042	269	1056	640	2	942	655	790	12	2353	1137	199	0	811	540	94	867	1076	5	10	87	44	14	31	310	270	7	542	505
c__Sagittoidea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c__Ostracoda	580	326	840	125	497	254	109	213	175	1031	1874	586	362	228	117	86	69	1948	141	247	28	237	117	8	89	196	32	112	72	636	71	78	69	311	545	284	499	16	407	136	58	17	62	47	190	0	45	146	489	109	333	67	115	31	51	64	19	834	1181	42	1333	2564
c__Aconoidasida	44	235	97	303	1972	588	69	2005	326	68	79	185	30	83	137	273	250	163	2933	3190	2089	42	303	491	602	1500	231	277	273	162	99	98	33	788	84	911	697	4	589	833	439	64	160	205	1407	1	66	160	174	115	147	28	50	31	128	155	48	169	212	50	133	68
c__Methanopyri	1	8	5	0	4	22	0	2	0	0	0	0	1	0	2	0	1	0	0	2	4	22	8	2	6	2	0	4	2	2	0	0	7	0	0	8	5	0	1	13	5	41	0	0	0	0	0	1	0	5	14	3	5	8	14	11	5	2	0	35	3	2
c__Candidatus Methanoliparia	2	2	0	3	5	10	0	4	0	1	0	1	3	0	1	0	0	0	0	5	10	25	6	4	7	2	5	2	0	0	1	1	35	0	0	2	3	0	1	8	7	7	5	0	0	0	1	2	3	43	78	0	6	24	15	8	3	0	2	13	2	0
c__Chloropicophyceae	41	55	9	20	26	8	10	12	24	39	7	23	14	165	260	25	18	7	89	33	3	24	66	3	24	20	15	6	30	9	42	18	9	26	11	19	25	2	56	41	18	21	10	14	0	0	10	17	8	41	35	16	88	5	3	12	10	7	3	32	9	13
c__Candidatus Cryosericia	5	0	5	8	5	2	0	6	6	10	17	64	11	8	8	2	2	5	9	17	9	52	57	4	5	24	4	3	2	2	2	4	40	1	2	11	4	7	17	28	11	35	11	0	4	0	20	24	48	20	21	13	44	3	4	25	21	10	14	40	8	37
c__Pterobranchia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c__Lycopodiopsida	5	8	7	4	19	10	5	25	5	6	9	2	5	6	1	20	5	6	25	26	3	1	27	0	22	26	9	28	13	8	11	19	2	10	0	48	8	0	30	20	39	1	10	4	3	0	3	7	1	17	17	0	5	0	0	5	1	6	21	13	9	9
c__Clostridia	8940	5744	3732	3359	6890	5263	8878	3850	3051	29488	8819	31187	29504	59126	58121	1338	3127	4689	5868	11225	3003	22158	10983	1993	5375	5196	15486	2103	1035	3780	17558	1068	13429	2818	24428	4759	4284	532	4912	10288	4666	7442	26127	2694	5461	63	23110	53544	29022	6770	15938	4396	14917	3082	3730	14165	4436	4691	155022	8928	90252	15323
c__Echinoidea	5	15	0	7	40	24	7	11	32	17	3	28	16	3	5	55	4	4	24	26	1	24	16	5	14	10	6	26	40	9	16	21	43	9	9	26	51	0	32	28	28	5	15	12	9	0	7	12	7	3	6	10	22	1	6	9	4	13	2	4	1	6
c__Crinoidea	1	14	2	36	73	8	4	35	8	11	4	2	7	5	5	9	2	4	16	17	2	3	15	1	9	26	4	16	13	10	6	12	1	5	5	30	52	2	17	5	8	20	11	2	6	0	5	2	3	0	6	0	1	3	0	2	1	4	3	4	5	1
c__Nebulidea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c__Pneumocystidomycetes	14	42	11	5834	2374	828	91	93	148	192	58	4	7	62	125	238	128	6	260	139	21	0	1	152	2283	2148	432	709	175	78	140	101	4	50	20	370	181	2	193	401	382	6	1152	469	405	0	614	1356	58	33	43	20	21	6	3	0	25	191	12	0	19	11
c__Alphaproteobacteria	1484038	1300838	1758629	90914	136575	40875	88731	224669	462740	344559	892555	1195640	630993	331274	154448	37120	90704	546040	208241	190733	19090	72991	378971	7563	70081	217596	44304	35186	50623	176863	31856	79811	47645	102076	187725	140369	143819	10156	255308	91706	73551	16030	31441	344012	163363	159	32696	37691	268817	67133	62799	21327	54809	10367	20177	35500	15095	92842	783838	19265	1408942	1678934
c__Symphyla	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
c__Jungermanniopsida	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c__Chlorophyceae	102	429	139	299	437	243	60	260	214	155	205	371	186	164	148	183	106	103	445	359	96	564	265	17	167	337	133	90	133	101	129	174	346	143	86	221	162	12	326	306	190	103	195	115	57	0	122	181	223	342	562	82	264	45	64	267	150	118	125	173	245	288
c__Eutardigrada	7	29	6	14	100	39	5	31	13	21	9	2	3	5	34	53	13	16	59	38	3	37	10	4	24	22	20	8	31	20	39	16	5	29	14	120	108	4	46	15	14	7	20	13	1	0	12	6	1	16	34	6	15	7	4	17	5	12	22	13	5	29
c__Wallemiomycetes	214	411	98	455	169	58	243	244	1763	819	161	27	25	127	165	2115	146	114	735	762	9	3	12	20	467	155	28	64	1821	468	1226	612	3	359	182	61	33	0	49	62	79	4	165	187	35	0	75	72	35	64	67	3	8	1	12	2	4	412	29	8	11	45
c__Neolectomycetes	20	39	18	3055	1273	417	75	102	185	150	56	7	11	32	70	291	67	3	180	91	14	6	2	74	1243	1123	215	359	194	59	137	121	8	67	25	269	96	0	141	225	235	5	602	242	199	0	309	579	25	63	57	2	1	2	1	0	6	105	9	1	7	53
c__Pinguiophyceae	6	46	4	10	13	8	0	23	7	10	14	16	8	5	4	13	12	0	49	24	1	49	22	1	13	15	11	6	11	5	14	9	53	27	12	12	23	1	13	32	21	30	14	6	2	1	18	20	10	12	11	6	14	1	1	25	19	5	3	66	14	5
c__Synurophyceae	0	0	0	2	0	0	0	0	0	1	0	0	2	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	4	0	3	0	0	0	0	0	0	0	2	0	0	3	0	0	5	5	0	0	3	0	4
c__Scyphozoa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c__Chrysophyceae	2	40	0	18	25	13	0	22	5	8	7	4	9	2	3	5	11	4	56	31	1	8	25	1	8	45	12	12	14	7	6	3	2	5	25	20	39	2	31	16	14	1	9	1	9	0	8	18	16	10	7	0	6	2	6	3	2	15	1	1	40	87
c__Huolimaviricetes	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c__Archaeoglobi	6	11	10	20	68	402	6	19	26	188	12	198	138	67	38	30	12	1	22	25	9	82	52	58	69	13	33	227	18	2	16	9	403	5	13	76	46	5	8	181	95	279	43	7	1	3	15	75	18	43	17	23	64	452	637	192	118	10	23	128	19	32
c__Betaproteobacteria	224150	54866	134090	13369	19619	11048	24453	28191	84939	95515	571429	131240	33618	222703	54837	4060	42892	2242830	17347	26384	6682	26278	31211	2369	9887	37746	8842	5228	47238	1643113	18386	10676	17569	684827	1171881	17633	15462	946	32465	16469	10971	5918	4157	6800	139261	66	5731	21373	123834	10260	14170	4861	16250	2001	47937	13316	5120	1747571	1239124	6407	869411	1738936
c__Anthocerotopsida	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c__Endogonomycetes	112	307	69	1087	479	152	147	127	892	456	101	96	117	162	195	993	119	60	435	461	62	91	108	37	665	520	303	211	881	282	708	473	210	260	152	228	131	2	163	246	215	23	498	247	55	1	211	244	64	382	324	8	37	24	16	74	39	301	52	42	35	63
c__Merostomata	2	7	0	16	360	140	1	13	4	6	1	0	3	5	1	16	0	0	19	14	0	1	3	5	20	11	5	108	12	1	8	14	0	6	2	84	225	12	43	4	20	4	7	2	2	0	12	12	14	6	26	2	4	5	5	1	0	7	13	1	5	5
c__Spartobacteria	188	478	337	304	359	146	38	779	133	426	612	592	143	252	308	126	563	233	526	684	200	1697	878	39	267	938	80	118	166	175	60	243	651	139	142	591	544	54	1043	1067	340	329	39	55	56	0	114	152	612	420	721	236	795	70	140	1095	199	240	343	418	810	392
c__Nitrososphaeria	75	207	80	370	362	208	18	1964	45	165	109	169	114	181	109	57	128	19	193	291	128	1083	741	44	129	505	91	169	42	27	84	67	1815	85	119	455	253	31	711	725	208	270	92	23	34	12	113	187	50	208	247	183	640	201	232	797	326	104	103	321	184	105
c__Maveriviricetes	0	0	1	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0
c__Trebouxiophyceae	108	303	99	265	463	223	41	209	235	164	236	357	161	216	234	159	379	168	378	560	100	883	261	36	210	262	88	124	155	125	161	161	372	104	71	160	140	19	246	361	183	142	113	76	50	3	98	153	333	390	712	102	367	104	84	342	144	81	102	244	191	197
c__Rhodothermia	206	705	356	124	122	124	14	300	99	1794	538	167	112	370	78	31	51	26	79	108	79	932	207	13	38	132	24	43	43	20	41	60	224	42	34	139	49	12	139	11864	438	522	41	14	616	3	24	53	23	168	303	108	282	88	76	584	494	642	1410	3945	12048	2957
c__Bangiophyceae	29	109	36	87	75	35	15	77	63	67	58	66	19	43	36	104	24	14	119	81	28	317	93	10	75	101	52	55	71	45	63	54	96	46	24	98	68	5	98	146	106	84	61	16	16	0	38	38	69	83	189	15	65	23	20	81	44	41	28	117	77	74
c__Pokkesviricetes	4	4	0	4	0	2	0	0	0	4	0	0	4	2	0	0	0	2	0	5	0	0	0	0	3	1	0	0	2	0	0	0	0	3	0	3	6	0	3	149	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0
c__Basidiobolomycetes	34	48	21	179	96	21	10	20	278	143	27	2	1	31	30	77	26	6	79	193	12	8	7	11	116	90	28	34	200	40	103	98	6	22	13	37	13	0	30	26	27	18	61	38	12	0	24	61	4	16	33	2	0	3	2	47	2	37	7	4	2	17
c__Chrysiogenetes	13	20	14	7	12	8	9	15	11	25	36	15	20	72	71	2	7	11	10	21	8	21	39	1	13	17	5	5	2	10	1	3	26	2	6	15	12	1	16	36	8	13	26	0	3	0	10	11	7	16	22	14	31	0	2	15	3	30	26	21	32	26
c__Methanonatronarchaeia	3	3	0	25	38	469	3	8	0	19	1	5	23	11	9	2	1	0	2	2	6	3	4	65	75	4	10	262	0	2	0	0	94	0	0	58	46	1	2	74	27	314	3	3	7	2	1	10	0	2	4	0	0	665	826	105	48	0	6	223	31	8
c__Arthoniomycetes	0	0	0	9	20	2	0	78	15	4	0	0	0	12	8	3	8	0	19	44	0	0	1	1	9	8	8	20	11	4	7	11	0	23	10	60	19	0	41	8	106	1	664	377	0	2	2	0	0	395	354	0	0	6	4	0	0	8	0	0	0	0
c__Caudoviricetes	12284	571	892	342	889	864	894	1233	388	3094	4674	3133	1607	916	8539	156	32817	1701	381	1175	468	760	1150	654	798	438	2534	681	176	194	469	201	778	280	485	425	377	17	503	1169	340	507	330	105	922	13	291	8955	1066	370	990	135	472	940	956	569	346	3780	6735	739	6954	3998
c__Dinophyceae	7268	5883	10522	1347	1640	1036	676	3180	2271	5246	11629	4967	2580	2149	1370	598	892	3631	3170	2780	471	2356	3796	219	1166	2444	632	560	679	1815	609	848	1665	1076	1170	1628	1397	143	2861	1950	988	557	497	949	796	12	583	972	3824	956	1438	606	2063	226	284	1826	481	1176	5023	793	6226	6790
c__Choanoflagellata	9	112	29	78	74	31	11	41	78	53	37	11	18	18	23	76	14	8	128	46	12	36	27	5	77	56	17	44	56	8	59	43	57	28	9	52	56	2	52	33	27	22	48	16	12	0	25	30	12	11	14	9	12	14	12	21	5	38	12	24	38	15
c__Anthozoa	57	522	60	195	619	208	153	265	106	727	801	55	221	70	51	127	71	148	373	235	32	216	118	24	152	224	100	304	116	103	115	119	42	75	102	372	649	11	411	129	162	28	199	69	190	0	99	121	94	75	160	41	131	30	7	38	40	93	298	57	476	1212
c__Tectiliviricetes	1	0	0	0	2	4	0	1	0	2	0	0	0	1	1	0	0	0	3	2	0	1	64	0	0	1	0	1	0	3	0	3	2	11	1	6	2	0	2	4	0	0	0	0	0	0	1	202	1	0	1	0	0	0	0	0	0	0	2	13	9	2
c__Leptocardii	9	100	8	34	156	56	9	47	10	18	90	19	29	13	14	15	11	8	46	41	7	17	33	1	37	34	14	107	14	13	14	17	65	30	27	71	176	3	106	88	43	27	42	15	31	1	11	14	3	13	30	15	15	4	0	46	7	65	16	83	47	29
c__Pucciniomycetes	365	735	344	2568	1564	202	271	1852	2121	995	241	51	54	479	544	2396	454	180	1326	1376	27	30	200	29	1959	1317	605	342	2046	673	1867	1374	60	626	254	1150	581	2	991	450	1126	7	399	333	179	2	327	258	98	345	752	9	48	79	31	17	58	880	206	51	95	106
c__Ignavibacteria	122	161	124	105	167	93	119	294	42	889	1431	420	802	344	299	23	61	183	248	238	127	784	506	37	102	226	76	87	30	118	56	57	449	87	83	236	123	21	337	708	147	181	56	23	121	5	91	324	167	474	1496	183	675	99	124	437	258	99	362	417	746	1140
c__Mortierellomycetes	19	31	9	198	98	27	18	33	89	73	20	14	8	19	14	92	26	14	47	61	1	7	14	9	139	298	49	39	106	26	87	58	4	22	13	39	24	1	26	49	65	24	92	32	23	0	31	48	20	68	64	0	6	4	9	0	5	63	8	4	4	10
c__Oligoflexia	1163	2873	1904	817	1434	512	158	2781	710	903	1261	753	326	1656	3660	251	837	567	2071	4109	172	889	581	69	1854	3165	749	487	402	505	403	699	335	805	468	1601	841	54	2013	960	635	185	232	159	406	1	481	589	481	350	439	143	505	92	260	308	159	440	507	254	816	5148
c__Colpodea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c__Revtraviricetes	0	0	3	6	58	17	2	32	3	2	2	4	0	5	4	6	2	4	1	26	48	0	23	13	15	20	9	6	19	18	2	14	0	32	4	40	18	0	20	16	8	3	1	1	44	0	1	2	1	8	4	0	0	2	4	1	7	7	5	0	4	0
c__Prasinodermophyceae	9	18	16	27	27	8	4	17	11	11	20	9	6	7	5	3	7	6	16	14	3	28	26	0	8	23	6	2	10	12	4	13	10	13	2	14	23	0	14	19	5	9	6	19	0	0	16	42	13	2	6	5	19	2	3	13	1	5	0	9	11	7
c__Candidatus Nanohalobia	0	3	0	1	6	43	5	1	0	5	0	0	6	2	0	0	0	0	0	0	0	1	0	40	20	0	0	1	0	0	0	1	3	0	0	24	12	0	0	3	3	66	0	2	0	2	0	2	0	0	0	0	0	117	181	8	15	0	0	50	7	4
c__Leviviricetes	0	0	0	1	0	0	0	0	0	0	0	0	2	0	6	2	0	0	0	0	55	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	3	0	0	0	0	0	0	0	0	1
c__Craniata	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c__Hexanauplia	30	52	14	81	337	112	12	58	39	148	219	57	32	41	19	42	23	51	54	80	32	20	61	15	56	88	54	62	43	24	34	34	28	27	97	138	351	9	176	45	51	25	48	25	42	2	22	61	24	36	73	9	56	11	18	13	7	20	109	12	168	138
c__Cestoda	74	37	75	47	128	53	10	53	24	32	11	10	11	22	17	43	32	23	78	58	15	6	23	5	64	45	32	67	47	18	21	29	24	14	24	153	102	0	68	28	47	24	153	15	34	0	14	30	17	33	66	0	22	37	37	13	10	17	2	7	2	18
c__Mammalia	252	584	302	3379	42932	19465	928	4427	684	391	524	450	736	563	1445	4377	1481	1758	679	18263	39334	629	5550	8367	481	1125	1603	593	652	974	816	837	598	13226	370	5226	3031	25	1266	5114	4514	568	719	419	24814	12	535	1492	475	1207	1495	60	158	668	1538	2449	1400	816	1591	550	1246	333
c__Chrymotiviricetes	0	0	0	0	0	0	0	0	0	0	0	13	3	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	1	0	4	1	0	1	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	2	11	0	0	0	0	0	0	0	0	0	0	0
c__Synergistia	83	102	79	45	80	57	89	82	40	468	231	380	275	526	458	15	26	35	77	148	142	1024	340	49	78	84	154	61	40	94	209	22	562	25	393	68	37	27	91	282	103	145	174	34	14	3	287	406	225	126	161	235	632	50	78	392	200	47	108	237	153	143
c__Olpidiomycetes	7	51	15	199	91	21	20	24	131	63	45	12	7	37	34	130	23	13	85	82	15	142	42	1	131	137	38	57	165	84	88	73	56	30	37	49	28	3	43	76	53	2	63	43	10	1	34	38	7	28	42	13	48	5	3	10	16	57	12	13	4	15
c__Enteropneusta	3	13	2	6	41	30	1	6	5	3	2	13	0	18	6	7	2	0	7	15	6	0	2	7	17	15	2	31	8	3	4	7	1	4	1	29	89	1	39	8	2	5	13	4	5	0	4	25	8	9	12	0	3	4	23	6	0	2	3	22	9	7
c__Caldilineae	82	131	169	126	155	96	36	193	63	227	146	235	269	177	54	11	55	47	178	183	283	3762	1413	46	94	278	40	68	25	47	28	51	984	50	133	214	161	87	369	1058	299	665	119	52	27	7	146	291	142	267	443	589	1723	101	136	1416	392	74	117	906	333	228
c__Caldisericia	3	6	3	0	3	1	0	3	1	3	1	25	22	23	21	0	3	0	4	11	5	22	21	12	3	1	2	0	0	0	3	0	39	0	2	3	0	0	6	7	2	5	3	2	3	0	5	9	5	39	36	4	28	7	0	92	11	2	6	14	12	12
